"reactdt","roads","mstfmds","mastfrm","thrdtds","thrgrds","pkqtycd","thercls","excdgds","roacd","orgbkfg","metsize","deaclds","therdtl","pksize","manfnme","maintin","thergrp","excldrg","deactdt","prodcat","orgbkcd","ndcnum","prodnme","orgbkds","generid","thrclds","strngth","gnindds","prdctds","deaclas","gennme","maintds","actind","siglsrc","genind","desidrg","gennme2","methadone"
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"NR","54868570100","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"NR","54868570101","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"NR","54868570102","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868570103","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081430","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081460","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081490","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081493","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081498","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00240","Schedule II",2808080040,240,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","55289081499","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"QUALITY CARE PRODUCTS, LLC",2,8,0,NA,10,"NR","55700088201","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,NA,10,"NR","55700088230","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,NA,10,"NR","55700088260","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"QUALITY CARE PRODUCTS, LLC",2,8,0,2023-12-15,10,"NR","55700088290","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887009082","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887009090","METHADONE","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887013460","METHADONE","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887013490","METHADONE","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00042","Schedule II",2808080040,42,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887020042","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887020056","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"DHS, INC.",2,8,0,2008-09-01,10,"AA","55887020060","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887020082","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DHS, INC.",2,8,0,2008-09-01,10,"NR","55887020090","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"VIBRANTA, INC.",2,8,0,2007-01-01,4,"NR","57866318701","METHADOSE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"VIBRANTA, INC.",2,8,0,2007-01-01,4,"NR","57866318702","METHADOSE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866318801","METHADOSE DISP","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866318802","METHADOSE DISP","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866707001","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866707002","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866707003","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866707006","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866708101","METHADONE DISP","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"VIBRANTA, INC.",2,8,0,2007-01-01,10,"NR","57866708102","METHADONE DISP","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00020","Schedule II",2808080040,20,"AMERICAN HEALTH PACKAGING",2,8,0,2018-08-03,1,"AA","60687020932","METHADOSE","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource brand, generic","Rx-only/Trade or Brand Name",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"AMERICAN HEALTH PACKAGING",2,8,0,NA,1,"AA","60687020933","METHADOSE","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource brand, generic","Rx-only/Trade or Brand Name",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"AMERICAN HEALTH PACKAGING",2,8,0,2022-06-16,10,"AA","60687021401","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"AMERICAN HEALTH PACKAGING",2,8,0,2022-06-16,10,"AA","60687021411","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000100.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",3,8,0,2017-06-30,2,"NR","61553001139","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133275,"Analg/Antipyr, Opiate Agonists","200 MG/100 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","N","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000050.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",3,8,0,NA,2,"NR","61553001188","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133460,"Analg/Antipyr, Opiate Agonists","100 MG/50 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","Y","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",3,8,0,NA,2,"NR","61553012040","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133486,"Analg/Antipyr, Opiate Agonists","1 MG/1 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","Y","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",3,8,0,NA,2,"NR","61553012078","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133486,"Analg/Antipyr, Opiate Agonists","1 MG/1 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","Y","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000000.5000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",3,8,0,NA,2,"NR","61553013490","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133485,"Analg/Antipyr, Opiate Agonists","2.5 MG/0.5 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","Y","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",2,8,0,NA,2,"NR","61553014940","METHADONE HCL","Not Rated",132816,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 MLX00010","Schedule II",2808080040,10,"PHARMEDIUM SERVICES, L.L.C.",2,8,0,NA,2,"NR","61553014978","METHADONE HCL","Not Rated",132816,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000025.0000 ML","Schedule II",2808080040,1,"PHARMEDIUM SERVICES, L.L.C.",2,8,0,2017-06-30,2,"NR","61553016063","METHADONE HCL","Not Rated",132816,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"DIRECT RX",2,8,0,NA,10,"AA","61919067030","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"DIRECT RX",2,8,0,NA,10,"AA","61919067060","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"DIRECT RX",2,8,0,NA,10,"AA","61919067090","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,NA,11,"NR","62991140801","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,NA,11,"NR","62991140802","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,NA,11,"NR","62991140803","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,NA,11,"NR","62991140805","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"B&B PHARMACEUTICALS, INC",4,31,0,2021-05-31,11,"NR","63275910004","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"B&B PHARMACEUTICALS, INC",4,31,0,2021-05-31,11,"NR","63275910005","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,2013-05-31,11,"NR","63370093915","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,2013-05-31,11,"NR","63370093925","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"LETCO MEDICAL",4,31,0,2013-05-31,11,"NR","63370093935","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"BRYANT RANCH PREPACK",2,8,0,NA,10,"NR","63629102701","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"BRYANT RANCH PREPACK",2,8,0,2023-07-13,10,"NR","63629190501","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"BRYANT RANCH PREPACK",2,8,0,2023-07-13,10,"NR","63629190601","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000030.0000 ML","Schedule II",2808080040,1,"BRYANT RANCH PREPACK",2,8,0,NA,10,"NR","63629209801","METHADONE HCL","Not Rated",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00168","Schedule II",2808080040,168,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377100","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00150","Schedule II",2808080040,150,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","63629377101","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
